model,summary,article,faithfulness,coherence,relevance
openai_text-ada-001 (0 shot),"The Fostering Network has warned that 750 more foster carers are needed to meet the demands of the care system. currently, more than 5,500 children are in foster care in Scotland, living with 4,400 families and carers.","Research carried out by the Fostering Network suggests almost half of fostered young people are already living with their third foster family since going into care. The group has warned that 750 more foster carers are ""urgently"" needed to meet the demands of the care system. It urged people to ""open their hearts and homes"" to vulnerable youngsters. Currently, more than 5,500 children are in foster care in Scotland, living with 4,400 families and carers. The Fostering Network surveyed 250 children, teenagers and foster carers across Scotland and discovered that many young people had failed to find stability. Almost half were already living with their third family, a quarter were with their fourth family and about 20 were living with their 10th family since going into care. There was a particular need for homes to be found for vulnerable teenagers, siblings and disabled children, the study found. Carla, 23, was taken into care at the age of 12 and had eight foster homes before moving in with the Randalls. ""Looking back now I realised that the Randalls saved my life,"" she said. ""I never understood the extent of the neglect and abuse I had endured until I came to live with a 'normal' loving family. ""They were just always themselves, the smallest details meant so much to me. ""They nurtured a young, angry, untrusting teenager to become a positive, empathetic and successful young woman."" The Fostering Network said instability had a detrimental effect on the child's education and wellbeing, while finding a stable foster carer from the outset could lead to improved relationships and a happier childhood. Sara Lurie, director of the Fostering Network Scotland, said: ""As each year passes, we see more and more children coming into care. ""We need people who can open their heart, and their homes, to vulnerable children and young people and use their skills to help support them to reach their full potential. ""In particular we need people who have the skills, patience and passion to look after teenagers who may have had a really tough time and be facing some real challenges, and to offer them love, stability and security. ""A good foster carer will believe in the ambition of the children in their care in the same way they'd believe in the ambition of their biological family members."" Apologies for the delay, see below as requested. A Scottish government spokeswoman said: ""Giving young people security is paramount and we have done a great deal of work with our partners across local government and the third sector to improve how we intervene early when there is a problem within families to find appropriate solutions quickly. ""We have also expanded the age at which young people can remain in foster care as part of the continuing care provisions and the support available when they transition into independent living.""",1,4,4
openai_text-ada-001 (0 shot),"The French government proposed Laurent Stefanini for the post in January but the Vatican is yet to respond to approve the choice. The nomination of Mr Stefanini was seen as a litmus test for Pope Francis, who has taken a more liberal stance on homosexuality. A French government spokesman said there had been negotiations with the","The French government proposed senior diplomat Laurent Stefanini for the post in January but the Vatican is yet to respond to approve the choice. The Vatican usually responds within six weeks to approve such a new ambassador. The nomination of Mr Stefanini was seen as a litmus test for Pope Francis, who has taken a more liberal stance on homosexuality. A French government spokesman said there had been negotiations with the Vatican over the appointment. ""France has chosen its ambassador to the Vatican. This choice was Stefanini and that remains the French proposal,"" said spokesman Stephane Le Foll. Observers say most Vatican appointments are confirmed within six weeks and that this long silence should be read as a rejection. The Vatican traditionally makes no statement if it intends to decline a nomination. Mr Stefanini served in the Holy See as a deputy ambassador in the French embassy from 2001 to 2005. He was described by the country's foreign ministry as ""one of our best diplomats"". France legalised same-sex marriage in 2013, despite opposition from the Catholic Church. Pope Francis is regarded as more tolerant of homosexuality than previous popes. ""Who am I to judge?"", he said in 2013.",1,3,4
openai_text-ada-001 (0 shot),The Joyce twins starred as the Irish made it three wins out of three in Bangkok on Tuesday. Isobel bagged four wickets as Zimbabwe were dismissed for a paltry 78 before Ciecilia top-scored with 36 to help Ireland to 79-3 in 15.2 overs. Victory,The Joyce twins starred as the Irish made it three wins out of three in Bangkok on Tuesday. Isobel bagged four wickets as Zimbabwe were dismissed for a paltry 78 before Ciecilia top-scored with 36 to help Ireland to 79-3 in 15.2 overs. Victory over Scotland will secure a place in next year's World Twenty20. The top two teams from the qualifying tournament will take on the game's elite in India. Ireland have avoided a meeting with tournament favourites Bangladesh but face a tough encounter against the Scots on Thursday. Zimbabwe also came into Tuesday's game at Terdthai Cricket Ground with a 100% record in Group B but they were outclassed by the Irish. Isobel Joyce took 4-20 and Robyn Lewis 2-9 as Zimbabwe were skittled out in 19 overs. The target was easily achieved after Clare Shillington (22) and Cecilia Joyce put on an opening partnership of 48.,1,4,5
openai_text-ada-001 (0 shot),"The Labour authority voted in favour of changing 2,700 contracts from 52 weeks to term time-only. The council said it would bring staff in line with the other 17,000 workers and ""reduce the risk"" of staff making claims for equal pay. Union Unison said it was ""bitterly","The Labour authority voted in favour of changing 2,700 contracts from 52 weeks to term time-only. The council said it would bring staff in line with the other 17,000 workers and ""reduce the risk"" of staff making claims for equal pay. Union Unison said it was ""bitterly disappointed"" with the decision. Regional officer, Helen Metcalf, said: ""This is a devastating blow for the 2,700 teaching assistants in the county, who now face being driven into poverty and relying on food banks through losing Â£200 - Â£400 per month of their salary."" She said there was ""no option"" but to lodge a formal dispute and ballot members for industrial action. Teaching assistant Tony Lowery, said: ""It is really devastating for my family because I'm the main wager. I don't mean things like going on holidays or a second car, I mean things like food on the table and clothes on our backs."" Liberal Democrat councillors voted unanimously against the plans. Councillor Owen Temple said the affected staff would ""find themselves the poorest teaching assistants in the North East"" and the council was ""very likely to face legal challenge"". The council's corporate director of resources, Don McLure, said there was a ""real risk"" that, under the present contracts, other council employees could make claims for equal pay with the teaching assistants. He said: ""I fully understand the position teaching assistants are in but they are very valued, they do a great job and support the education of our children, but we are doing this to bring them in line with the rest of our workforce."" He said two consultations with assistants and the unions had failed to find agreement but it was hoped further discussions would resolve the matter without strike action being taken.",1,4,5
openai_text-ada-001 (0 shot),"The Markit/CIPS manufacturing purchasing managers' index fell to 49.2 from 50.7 in March. This is the first time that activity in the sector has fallen since March 2013. Firms blame soft domestic demand, a fall in new business from overseas and uncertainty ahead of the EU referendum.","The Markit/CIPS manufacturing Purchasing Managers' Index fell to 49.2 from 50.7 in March. A reading below 50 indicates falling output. It is the first time that activity in the sector has fallen since March 2013. Firms blamed soft domestic demand, a fall in new business from overseas and uncertainty ahead of the EU referendum. A slowdown in the oil and gas industry, a major customer for UK companies, is also hitting production. The index for new orders fell to 50.4 in April, from 51.9 the month before, matching February's three-year low. Rob Dobson, senior economist at Markit, said: ""On this evidence manufacturing production is now falling at a quarterly pace of around 1%, and will likely act as a drag on the economy again during the second quarter and putting greater pressure on the service sector to sustain GDP growth. ""The manufacturing labour market is also being impacted, with the data signalling close to 20,000 job losses over the past three months."" Last week, official figures showed UK economic growth slowed to 0.4% in the first quarter of the year from 0.6% in late 2015, propped up by the services sector. David Noble, group chief executive at the Chartered Institute of Procurement and Supply (CIPS), said: ""Recent fears over a stall in the UK's manufacturing sector have now become a reality. ""An atmosphere of deep unease is building throughout the manufacturing supply chain, eating away at new orders, reducing British exports and putting more jobs at risk. ""A sense of apprehension across the sector is being caused by enduring volatility in the oil and gas industry, falling retailer confidence and the uncertainty created by the EU referendum."" The Markit/CIPS survey found new export orders contracted for the fourth straight month in April as the global economy continued to slow. A measure of employment in the manufacturing sector was also below the 50 mark for its fourth straight month. Lee Hopley, chief economist at the manufacturers' organisation, EEF, said: ""The sharp drop to a three-year low and another month of reported job cuts could be the clearest sign yet that referendum uncertainty is starting to weigh on the real economy. ""However, this is just another straw on the back of a sector already grappling with the struggling oil and gas sector, softening domestic demand and weak order outlook from other parts of the world, all of which are failing to provide any counterbalance to the political uncertainty at home.""",1,5,4
openai_text-ada-001 (0 shot),"The Mayor of Baltimore, Stephanie Rawlings-Blake, has replaced Police Commissioner Anthony Batts with Deputy Kevin Davis as interim police commissioner. The city has seen a sharp increase in violence since Freddie Gray died on 19 April, with 155 homicides this year, a 48% increase over the same period last year. The","Mayor Stephanie Rawlings-Blake said she was replacing Police Commissioner Anthony Batts with his deputy, Kevin Davis, for an interim period. The city was rocked by riots in April when a black man died after suffering injuries in police custody. Six officers were charged over the death of the 25-year-old, Freddie Gray. Speaking at a news conference on Wednesday, Mayor Rawlings-Blake said Mr Batts had ""served this city with distinction"" since becoming police chief in October 2012. But referring to the city's high homicide rate, she said ""too many continue to die"". ""The focus has been too much on the leadership of the department and not enough on the crime fighting,"" she told reporters, adding: ""We need to get the crime surge under control."" The city has seen a sharp increase in violence since Freddie Gray's death on 19 April, with 155 homicides this year, a 48% increase over the same period last year. On Tuesday, the police department announced that an outside organisation will review its response to the civil unrest that followed Mr Gray's death. The US justice department is also conducting a civil rights review of the Baltimore force and Mr Batts has been criticised by the city's police union. Earlier on Wednesday, the union released its report into the police handling of the rioting. It said officers had complained ""that they lacked basic riot equipment, training, and, as events unfolded, direction from leadership"". The report also said ""officers repeatedly expressed concern that the passive response to the civil unrest had allowed the disorder to grow into full scale rioting"". Recent events had ""placed attention on police leadership"", Ms Rawlings-Blake said, but denied her decision was influenced by the union report. Mr Davis, who is taking over immediately as interim police chief, praised his ""friend"" Mr Batts and said he was a ""true reform commissioner"". Mayor Rawlings-Blake said Mr Davis would ""bring accountability to police, hold officers who act out of line accountable for their actions"".",1,4,4
openai_text-ada-001 (0 shot),"The Prince visited the Mants'ase Children's Home in Maseru, Lesotho and supported the charity Sentebale which assists projects that work with disadvantaged children. He also took pictures for his charity, which will give emotional and psychological support to young people affected by HIV and Aids.","The prince visited the Mants'ase Children's Home in Maseru, Lesotho. ""Festive cheer! Despite it being 32 degrees, someone gave out Christmas hats and inevitably one found its way on to my head,"" he wrote. ""All the children, orphaned for one reason or another, absolutely loved the hats and balloons."" Prince Harry was supporting the charity Sentebale which assists projects that work with disadvantaged children, many of whom have Aids or have become orphans because of the disease. He was also photographed participating in the building of Mamohato Children's Centre. This will give emotional and psychological support to young people affected by HIV and Aids. The prince visited a Mamohato Network Club in Maseru and said: ""These are children who have never had the chance to talk about their illness, and who had no idea that they were one of so many in their age group. ""It was really emotional watching them interact with each other. Some really outgoing chatty kids, others slightly overwhelmed, but all with huge smiles. ""This confirmed to me again that what we're doing is going to change thousands of children's lives, and hopefully save a generation."" Prince Harry also revealed his own love of photography and shared some images that he had taken. ""I have always enjoyed photography and the challenges that come with trying to capture the perfect shot, although privately I don't take many photos,"" he said. ""The best photos I have are in my head - I have some very special memories, mostly from Africa. ""But on this visit, I had the time and opportunity to be on the other side of the camera and take some photos in the stunning country of Lesotho for my charity, Sentebale."" Follow @BBCNewsbeat on Twitter and Radio1Newsbeat on YouTube",1,5,4
openai_text-ada-001 (0 shot),The Republicans ambushed a mini-bus carrying the men at Kingsmill in County Armagh in 1976 and murdered them after checking what religion they were. The senior coroner John Leckey is retiring this year and told a preliminary hearing of the inquest in Belfast that no replacement has been appointed. His retirement could leave,"Republicans ambushed a mini-bus carrying the men at Kingsmill in County Armagh in 1976 and murdered them after checking what religion they were. Senior coroner John Leckey is retiring this year and told a preliminary hearing of the inquest in Belfast that no replacement has been appointed. His retirement could leave only one coroner in Northern Ireland. Kingsmill is among dozens of inquests dating from the early days of the Troubles that face delay because not enough money is available to investigate or there is nobody to oversee fresh hearings. Mr Leckey said: ""I feel for the bereaved families, not exclusively Kingsmill but for other inquests I am involved in. ""It is a disappointment that is widespread."" A lawyer for some of the Kingsmill victims' families said they would be pressing Stormont's justice department for more resources to allow an inquest to go ahead. Karen Armstrong, a sister of one of the murdered men, said the lack of resources was ""a political problem"". ""We are not going to lie down and accept it,"" she said. ""We will fight until we get another date and they have to make sure there are enough coroners in Northern Ireland to deal with our and many other cases."" Ulster Unionist MLA Danny Kennedy said he would be asking Justice Minister David Ford to ensure the matter was referred to the relevant authorities so that ""action can be taken as soon as possible"". ""Justice has been denied for almost 40 years and it is totally unacceptable that this inquest should be delayed further due to the unavailability of a coroner,"" he said. ""This was one of the most shocking and cruel events of the Troubles and the inquest must be treated with the seriousness this crime merits."" A Department of Justice spokesman said: ""Officials are actively working to ensure that all necessary resources are provided for the conduct of inquests in Northern Ireland. ""There are currently three full-time coroners in Northern Ireland. In addition, one High Court judge and one County Court judge have also been appointed as coroners.""",1,3,3
openai_text-ada-001 (0 shot),"The Scottish boxer's career has taken a sudden turn for the better in recent years, as his power, timing and focus have returned. He entered the world super-lightweight title fight with enough power and focus to ensure he became a world champion.","With three defeats in his previous six bouts, the Scottish boxer's career seemed to be on the wane. But his power, timing and focus returned in a supremely confident display at Glasgow's Hydro on Saturday night as he clinched the vacant WBA World Super-Lightweight title - and entered the record books as the first Scot to win world titles at three weights. Italy's Michele Di Rocco, at 34 a year older than Burns, hadn't lost a fight since September 2007. He arrived with a record of 40 wins and a draw from 42 bouts. He left a lesser figure. The referee deemed the man from Assisi to be in no state to continue in the eighth round, the result of a welter of blows to his head and body and made all the more unbearable by the hostile acoustic energy generated by 8,000 Scottish fans. Surely, for Burns, this was time to shout about his record, the ideal moment to counter all those who had written him off and questioned the wisdom of him leaving trainer Billy Nelson two years ago to work with Tony Sim in Essex? No. Instead, the champion spoke of his disbelief at the ease of his victory, his gratitude that he was safe, of his thanks to promoter Eddie Hearn, manager Alex Morrison and coach Sim for believing in him, and of his desire to celebrate with a fast-food burger and 20 chicken nuggets. ""When I got in the ring after the fight, I said, 'You've done it! You've done it!',"" reported a beaming Hearn at the post-fight media conference. ""And you know what Ricky said? 'Can you get a picture with me and Michael Buffer [the legendary American boxing ring announcer]?'"" When he has time to reflect during a well-earned holiday, Burns will take immense satisfaction at being only the third British-born fighter, after Bob Fitzsimmons and Duke McKenzie, to be a three-weight world champion. In Scottish terms, his achievements must mean that he is in the very top tier of boxing greats, comfortably mentioned in the same breath as former world champions Benny Lynch, Walter McGowan, Jackie Paterson, Ken Buchanan and Jim Watt, for example. Burns' record stands at 40 wins from 46 bouts. Remarkably, 11 of those have been world title fights. Buchanan's exploits in the United States add lustre to his legacy, but while Burns may never have fought someone like Roberto Duran, should Hearn manage to set up a bout against Cincinnati's Adrien Broner, the four-time world champion stripped of the WBA title because he could not make the weight, then Burns could achieve little more in the sport. ""There are some big fights out there for me,"" said Burns. ""I want to fight the top names. I will fight anybody. I do super-lightweight comfortably and lightweight is still an option. I would fight Terence Crawford again if it came down to it. ""That's nearly two years I have been with Tony and things have just started clicking. ""I had a bit of a bad run in the last year with stuff.",1,5,4
openai_text-ada-001 (0 shot),"The Welsh Assembly Assembly is asking drivers to slow down around horses. They believe this will help them as a result of 2,000 road accidents with 1,500 horses and 36 riders dying.","The Pass Wide and Slow Wales campaign has collected 1,300 signatures on the assembly's e-petition website. It wants an annual road safety awareness campaign explaining to motorists how to react around horses. The British Horse Society found that since 2010 there have been 2,000 road accidents in the UK, with 1,500 because of cars passing too closely. As a result of these, 180 horses and 36 riders have died. Awareness rides were planned for Penarth, Vale of Glamorgan, Swansea, Neyland in Pembrokeshire, Machynlleth, Powys, Flintshire and Porthmadog in Gwynedd. Any petition with over 50 signatures is considered by a committee to be debated in the assembly.",0,2,3
openai_text-ada-001 (0 shot),"The Welsh government announced that it would be withdrawing from the Marine Conservation Society's ""zone"" proposal because of strong opposition.","Alun Davies told AMs they had received 7,000 responses to a consultation containing ""strongly held"" views. He said he would now look at the 125 existing marine protected areas to see if further improvements could be made. The Marine Conservation Society (MCS) described it as an ""embarrassing U-turn"" for the Welsh government, and has called for better protection of seas. Creating the zones would mean a ban on fishing and anchoring in some areas and had brought opposition. The Welsh Fishermen's Association said previously that existing conservation networks for Welsh waters are adequate. The Welsh government proposed the zones last year with the backing of the Countryside Council of Wales and the Marine Conservation Society. The minister for natural resources said the decision had been made after the thousands of responses to the consultation brought ""divergent and strongly held views"". Mr Davies said to ""avoid any continuing uncertainty over the options presented in the 2012 consultation, I am also withdrawing all the proposed sites"". His comments come after the findings were published of a task and finish team which reviewed the feedback. Now, he will concentrate on the existing 125 Marine Protected Areas (MPAs) that cover 36% of Welsh seas to see if any changes can be made rather than creating additional zones. ""We are now in a stronger position to assess our current contribution to the network's ecological coherence,"" he said. ""I have, therefore, commissioned an assessment of our current MPAs to identify if there are any gaps and what the options might be to fill those gaps. ""If any measures are required, I believe they should be simple, proportionate and fit for purpose."" Dr Peter Richardson, biodiversity programme manager for MCS, said the Welsh government ""spent an awful lot of time and money and encouraged other people to put effort into this consultation response"". He said: ""70% of the consultation responses were in favour of designating these sites and yet today the minister has announced he's scrapping the whole thing... bit of an embarrassing U-turn for the government I think."" He added: ""I think there are plenty of people in the fishing industry... that understand that in order to get the best yields from the marine habitats on which they depend, they have to be managed properly.""",1,5,4
openai_text-ada-001 (0 shot),The article discusses how a group of people are killed when they were trying to leave the scene of a car accident.,23 March 2017 Last updated at 14:55 GMT,0,3,2
openai_text-ada-001 (0 shot),The article discusses how people on Facebook are sent a invitation to join in a revolution that is being held here in downtown Cairo. The revolution is being led by people who are using technology to share information and start a change.,"This revolution is the result of someone sending a Facebook invitation to many people. I got it like other people on our network. The buzz around it was then created on different social media websites and with videos. I was here on 25 January when riot police forced us out and by the 28th, we were back following the violence. I've been sleeping here most of the time since. Our social network was established in 2005, when there was a democratic opening around the time of the presidential elections. People from different backgrounds all met through blogging and hoped to use technology for social change. It meant we have all gained good contacts, experience and strong networks. I like to think the social network is the people itself. Things like Facebook, Twitter, SMS and phones are just social tools. When they blocked Facebook and shut down technology, our network still operated because it's about people. Internet activists are also people and a lot of our organising, social work and relationships are developed offline. This is something that people dreamt of but didn't anticipate happening in reality. If anything, it shows that all the effort we put in over the past few years has not been wasted. It has climaxed into this critical mass of people you see in the square. At the moment I'm not getting a lot of internet connection. I'm trying not to drain my phone battery. We're still using it to distribute footage people are bringing to us that we've sorted through. I hope the internet will continue to play a complementary role in activism. At the moment we physically exist in downtown Cairo and I hope that when we have finished this sit-in, we will have won the right to organise ourselves outside the internet. Twitter: Amr Gharbeia I was involved in this revolution from the first day, 25 January, and I've now been spending my nights here for a while. For the past five years, I was very active online, blogging and tweeting. As we live under emergency laws in Egypt it has been very difficult to meet or communicate except on the internet. I'd never been part of a demonstration on the ground. At first we were mocking the event on 25 January. We questioned whether it was really possible to have a ""Facebook revolution"". I came on the 25th because I felt it was my duty as a citizen and I couldn't believe how it turned into something so different from what we've seen before. I was walking among the people and weeping. Now I sometimes just tweet to update people about what's going on or to call for a million-man demonstration or a day to remember our martyrs. I'm well-known among bloggers for my long articles and constant tweets, but once I was here I stopped communicating this way so much. I felt it was totally different to have real freedom rather than just hypothetical freedom or internet freedom. Blogging and tweeting has been important as we were building our minds. This regime stopped",1,5,4
openai_text-ada-001 (0 shot),"The article discusses how the China has between 26 and 28 gibbons left and how government records that date back to the 17th Century show that gibbons were once widespread across half of the country. The gibbons began to disappear from the documents about 150 years ago, corresponding with population growth. The study is published","Today, China has between 26 and 28 Hainan gibbons left, but government records that date back to the 17th Century show that gibbons were once widespread across half of the country. The apes began to disappear from the documents about 150 years ago, corresponding with population growth. The study is published in the Proceedings of the Royal Society B. Hainan gibbons are now limited to a few isolated patches of forest in the south west of China. They live in just four social groups, one of which was only discovered a few weeks ago. Understanding this population crash has been difficult, but the old government documents have helped to reveal when and how the numbers fell. Dr Sam Turvey, from the Zoological Society of London, said: ""China is one of the few places in the world that has a very very rich, long historical record. ""Because it has had such a complex bureaucracy for so long, there has been a lot of need for reporting - not just numbers of households for tax purposes and things like that, but also in terms of the kinds of natural resources that were available in the immediate environment."" These included records of animals, including gibbons, he said. ""We looked at the pattern of disappearance of gibbons through time and how that varied from place to place and the different environmental conditions and human pressures that were also present in these places."" The archives show that gibbons were a common sight in about 20 provinces in China well into the 17th and 18th Century. However, Dr Turvey said it was ""a stark contrast to their very imperilled position today"". ""We see a really steep increase in population decline and real population collapse across China about 100-150 years ago,"" he added. ""And this correlates with demographic expansion in China towards the end of the Imperial era and through the 20th Century, and the massive increase in deforestation and human population growth through the time of the Chinese Republic and the establishment of the communist party."" The researchers said a better understanding of the animals' decline would help them to establish a conservation plan for the country's last few Hainan gibbons. Dr Turvey said: ""It is an incredible privilege to be able to see gibbons in China in the wild. ""The Hainan gibbon is such as rare species, but knowing that this species is still hanging on there gives you hope that conservation will be able to bring that population back from the brink."" Follow Rebecca on Twitter",1,4,5
openai_text-ada-001 (0 shot),"The article discusses how the Scottish government may soon begin to use a service called ""named person"" to support children and their families with parents who are not named on the child's birth record. The service would be in addition to the government's other means of support, such as support for parents with children who are","John Swinney will address MSPs over a legal challenge to information sharing proposals within the Act. The system would appoint a named person - usually a teacher or health visitor - to ensure the wellbeing of every child. But judges at the UK's highest court ruled against the scheme in July 2016, citing concerns over information sharing. The Supreme Court judges said some proposals breached rights to privacy and a family life under the European Convention on Human Rights. However, the court said the aim of the Act, which is intended to promote and safeguard the rights and wellbeing of children and young people, was legitimate. Speaking ahead of his statement to the Scottish Parliament, Mr Swinney said the Scottish government remained ""absolutely committed"" to the Named Person service as a way to support children and their families. ""Last year the Supreme Court ruled definitively that the intention of providing a Named Person for every child to promote and safeguard their wellbeing was 'unquestionably legitimate and benign',"" he said. ""Their judgement did, however, require us to change the provisions relating to information sharing. ""Since the judgement, we have undertaken an intensive period of engagement with children, young people, parents, carers, practitioners and professionals. ""I will now update parliament on the next steps in this vital means of supporting, safeguarding and promoting the wellbeing of our children and young people."" The judges said in July that specific proposals about information-sharing were ""not within the legislative competence of the Scottish Parliament"". And they said the legislation made it ""perfectly possible"" that confidential information about a young person could be disclosed to a ""wide range of public authorities without either the child or young person or her parents being aware"". The appeal was brought by the No to Named Persons (NO2NP) coalition, which includes the Christian Institute, Care (Christian Action Research and Education), Tyme Trust and the Family Education Trust. The Scottish government has said previously it would not commence the legislation until the problems were fixed.",1,4,4
openai_text-ada-001 (0 shot),The article discusses the history of mead and how it has evolved over the years. It also discusses the current business opportunity for meadmakers and how it has grown over the past decade.,"But what's brewing in this new crop of commercial meaderies - as they are known - is lot more refined from the drink that once decorated tables across medieval Europe. ""Do we have any mead makers or home brewers in the group?"" asks Ben Alexander, eying a crowd of a dozen or so people who have come to his Maine Meade Works, in Portland, on a rainy Friday for a tour. When no-one raises their hand, Mr Alexander launches into the full spiel. ""If you guys want to come around, I'll show you how this thing works,"" he says, gesturing to two ceiling-high columns of stainless steel filled with something resembling a mushy golden porridge. ""We mix up honey and water over there and we pump it through a hot water bath at 160 degrees [71C] in a stainless steel coil here. Each one produces about 50 to 75 gallons [227-340 litres] of mead a day,"" explains Mr Alexander. It's fair to say he is obsessed with mead. ""It's the quintessential local beverage - you can go anywhere in the world and find honey to make mead, and I think that's unique among alcoholic beverages,"" he gushes. After being introduced to the drink by a home brewer, Mr Alexander thought there were profits to be had in a commercial meadery. He founded Maine Mead Works in 2008, pouring his savings and money from friends and family into the business. His business has since grown, along with the popularity of mead in the US. It's now a seven-person operation that manufactures more than 7,500 cases a year, shipping them as far away as China. Mr Alexander is not the only one to have caught on to the commercial potential of mead. Vicky Rowe, the owner of mead information website GotMead, says interest in the product in the US has exploded in the past decade. ""We went from 30-40 meaderies making mead to somewhere in the vicinity of 250 in the last 10 years,"" she says. ""I like to say that everything old is new again - people come back to what was good once."" Even visitors to Mr Alexander's meadery agree. Tour participant Dirk Heseman admitted that while Maine Mead Works was the first meadery he'd actually visited, he has noticed that mead ""is becoming more and more available - similar to cider"". Just this year, commercial meaderies in the US have banded together to form an industry group, the American Mead Makers Association, to better share information and encourage growth in the industry. But there's a lot of work that needs to be done to improve the image of a drink long associated with Renaissance fairs and medieval re-enactments. ""I think our number one challenge as an industry is awareness of what mead is,"" says Mr Alexander. ""You ask 10 people in a room if they've ever heard of mead, and two of them might say, 'yes', and only one of them has had a very positive experience."" The mead of the past was often sweet, and didn't appeal to many drinkers",1,5,4
openai_text-ada-001 (0 shot),"The article discusses the possibility of Morocco returning to control of Western Sahara in order to change the status of the territory. There are many people who support this move, but it is not clear how it will be done.","It was a ""good opportunity"" and ""a chance to work together,"" a top Western Sahara official told the BBC. Morocco controls two-thirds of Western Sahara and sees it as part of its historic territory. However some, including the UN, see Western Sahara as Africa's last colony. Africa Live: More on this and other stories Find out more about Western Sahara A referendum was promised in 1991 but never carried out due to wrangling over who was eligible to vote. Thousands of Sahrawi refugees still live in refugee camps in Algeria - some have been there for 40 years. It is not clear what happens next but Western Sahara is hopeful that a committee set up by the AU will address the issues that both sides have raised. Some AU delegates said that it would be easier to resolve the issue with Morocco inside the AU. Sidi Mohammed, a Western Sahara official, told the BBC that Morocco's return to the AU means that it would now be expected to put ""in practice decisions taken by the AU with regard to a referendum in Western Sahara"". Mr Mohammed dismissed the suggestion that Morocco would now seek to get the AU to change its position, saying that the no country could unilaterally change the AU fundamental agreement, saying it opposed colonisation. In his speech at the AU summit, King Mohammed VI of Morocco said the readmission was not meant to divide the continental body. No. Algeria has always been a big supporter of Western Sahara's Polisario Front and it had wanted Morocco to accept independence of the territory as a condition for readmission. Zimbabwe and South Africa were also supportive of this stance but they were outnumbered by those who wanted Morocco back in the fold. There is no specific provision in the AU charter that bars any country from joining it. Morocco simply applied and the request was accepted by more than two-thirds of the 53 members. Morocco has been involved in intense lobbying and applied in July last year to rejoin the continental body. King Mohammed toured various African countries seeking support for the bid. No. While culturally the country's identity aligns with Arab states, its economic interests increasingly lie in Africa. This is a strategic move to continue exploring its interests in mining, construction, medical, insurance and banking sectors on the continent. Moroccan troops went into Western Sahara after Spain withdrew in 1975. Kitesurfing in a danger zone Inside world's most remote film festival Profile: African Union",1,5,4
openai_text-ada-001 (0 shot),"The article says that the operation went well but that Libya is now ""a mess"". The White House says that the operation was well but that the UK has to pay its ""fair share"" in defence.","Speaking to the Atlantic magazine, he said the operation went as well as he had hoped, but Libya was now ""a mess"". The article also said he had warned the PM the UK would have to pay its ""fair share"" and spend 2% of GDP on defence. In response, Number 10 said there were ""many difficult challenges"" in Libya, while the White House said it deeply valued the UK's contributions. Downing Street did not comment on President Obama's remark to the PM about defence spending, reportedly made before Chancellor George Osborne said the government would fulfil a Nato pledge to spend 2% of national income on defence last year. In response to the interview, a spokesman for the US National Security Council said Mr Cameron had been ""as close a partner as the president has had"" adding that ""we deeply value the UK's contributions on our shared national security and foreign policy objectives"". BBC North America editor Jon Sopel said the unsolicited statement put out by the White House suggested Downing Street had reacted angrily to the article. ""It's like we've seen a curtain drawn back on the unspun thoughts of President Obama, complete with frustration as well, and what we've seen tonight is the White House trying to close the curtain as quickly as it can,"" he added. The toppling of the Gaddafi regime in Libya - following UN-backed air strikes designed to protect civilians - led to a power vacuum and instability, with no authority in full control. The intervention was led by the UK and France - and in his interview, Mr Obama reflects on ""what went wrong"", saying: ""There's room for criticism, because I had more faith in the Europeans, given Libya's proximity, being invested in the follow-up."" Mr Cameron, he said, became ""distracted by a range of other things"". He also criticised former French President Nicolas Sarkozy, saying he had tried to claim the spotlight. The former French president, he said, ""wanted to trumpet the flights he was taking in the air campaign, despite the fact that we had wiped out all the air defences and essentially set up the entire infrastructure"" for the intervention. President Obama said the intervention ""averted large-scale civilian casualties (and) prevented what almost surely would have been a prolonged and bloody civil conflict"". But he added: ""And despite all that, Libya is a mess."" He also criticised what he called ""free riders"" in the interview, saying European and Gulf countries were calling for action against Gaddafi, adding: ""But what has been a habit over the last several decades in these circumstances is people pushing us to act but then showing an unwillingness to put any skin in the game."" Despite efforts to support Libya's National Transitional Council, and the first elections in the country for decades, it rapidly descended into violence, with two rival governments and the formation of hundreds of militias, some allied to so-called Islamic State. In January, Mr Cameron told MPs the ""Libyan people were given the opportunity"" to build a stable democracy - and it was a matter",1,3,4
